Source,Title,Link,Summary,SEO_Score
Onlanka.com,India sends Bailey bridges and relief team to Sri Lanka for disaster recovery,https://www.onlanka.com/news/india-sends-bailey-bridges-and-relief-team-to-sri-lanka-for-disaster-recovery.html,"<p>A special Indian Air Force C-17 Globemaster aircraft landed in Sri Lanka this afternoon (December 04), carrying Bailey bridge components and specialist personnel to support ongoing disaster recovery efforts across the country.</p>
<p>The post <a href=""https://www.onlanka.com/news/india-sends-bailey-bridges-and-relief-team-to-sri-lanka-for-disaster-recovery.html"">India sends Bailey bridges and relief team to Sri Lanka for disaster recovery</a> appeared first on <a href=""https://www.onlanka.com"">Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA</a>.</p>",1
Onlanka.com,HUTCH donates LKR 60 Million to support Sri Lankans affected by adverse weather,https://www.onlanka.com/news/hutch-donates-lkr-60-million-to-support-sri-lankans-affected-by-adverse-weather.html,"<p>HUTCH, a leading telecommunications service provider in Sri Lanka, has donated LKR 60 million to assist people affected by the recent adverse weather in the country.</p>
<p>The post <a href=""https://www.onlanka.com/news/hutch-donates-lkr-60-million-to-support-sri-lankans-affected-by-adverse-weather.html"">HUTCH donates LKR 60 Million to support Sri Lankans affected by adverse weather</a> appeared first on <a href=""https://www.onlanka.com"">Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA</a>.</p>",1
Onlanka.com,Sri Lanka President honors Air Force Hero lost in relief mission,https://www.onlanka.com/news/sri-lanka-president-honors-air-force-hero-lost-in-relief-mission.html,"<p>Sri Lanka President Anura Kumara Dissanayake paid his final respects to the remains of Group Captain Nirmal Siyambalapitiya, the pilot who died in the helicopter crash that occurred in the Lunuwila area in Wennappuwa while providing relief to disaster-affected communities.</p>
<p>The post <a href=""https://www.onlanka.com/news/sri-lanka-president-honors-air-force-hero-lost-in-relief-mission.html"">Sri Lanka President honors Air Force Hero lost in relief mission</a> appeared first on <a href=""https://www.onlanka.com"">Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA</a>.</p>",1
Onlanka.com,Japan sends medical team to support Sri Lanka after Cyclone Ditwah,https://www.onlanka.com/news/japan-sends-medical-team-to-support-sri-lanka-after-cyclone-ditwah.html,"<p>Japan has sent a Japan Disaster Relief (JDR) Medical Team to help Sri Lanka recover from the damage caused by Cyclone Ditwah.</p>
<p>The post <a href=""https://www.onlanka.com/news/japan-sends-medical-team-to-support-sri-lanka-after-cyclone-ditwah.html"">Japan sends medical team to support Sri Lanka after Cyclone Ditwah</a> appeared first on <a href=""https://www.onlanka.com"">Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA</a>.</p>",1
Onlanka.com,India sends more disaster relief to Sri Lanka after Cyclone Ditwah,https://www.onlanka.com/news/india-sends-more-disaster-relief-to-sri-lanka-after-cyclone-ditwah.html,"<p>India delivered another shipment of disaster relief supplies to Sri Lanka yesterday (December 3) to support communities affected by Cyclone Ditwah.</p>
<p>The post <a href=""https://www.onlanka.com/news/india-sends-more-disaster-relief-to-sri-lanka-after-cyclone-ditwah.html"">India sends more disaster relief to Sri Lanka after Cyclone Ditwah</a> appeared first on <a href=""https://www.onlanka.com"">Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA</a>.</p>",1
Onlanka.com,Pakistan sends relief team and aid to Sri Lanka after Cyclone Ditwah,https://www.onlanka.com/news/pakistan-sends-relief-team-and-aid-to-sri-lanka-after-cyclone-ditwah.html,"<p>A Pakistan Air Force C-130 aircraft carrying relief supplies and an elite search and rescue team arrived in Sri Lanka yesterday evening (December 3) at 6:45 PM.</p>
<p>The post <a href=""https://www.onlanka.com/news/pakistan-sends-relief-team-and-aid-to-sri-lanka-after-cyclone-ditwah.html"">Pakistan sends relief team and aid to Sri Lanka after Cyclone Ditwah</a> appeared first on <a href=""https://www.onlanka.com"">Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA</a>.</p>",1
Onlanka.com,Thurstan College supports disaster fund with Rs. 3.25 Million,https://www.onlanka.com/news/thurstan-college-supports-disaster-fund-with-rs-3-25-million.html,"<p>A financial contribution of Rs. 3,250,000.00 was officially handed over to Defence Secretary Air Vice Marshal Sampath Thuyacontha (Retd) at the Ministry of Defence yesterday (December 03), in support of the National Disaster Management Fund.</p>
<p>The post <a href=""https://www.onlanka.com/news/thurstan-college-supports-disaster-fund-with-rs-3-25-million.html"">Thurstan College supports disaster fund with Rs. 3.25 Million</a> appeared first on <a href=""https://www.onlanka.com"">Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA</a>.</p>",1
Onlanka.com,"ADB announces emergency grants for flood-hit Sri Lanka, Thailand, and Viet Nam",https://www.onlanka.com/news/adb-announces-emergency-grants-for-flood-hit-sri-lanka-thailand-and-viet-nam.html,"<p>The Asian Development Bank (ADB) has announced immediate financial support for three countries in South and Southeast Asia following severe flooding that has caused major loss of life and widespread damage.</p>
<p>The post <a href=""https://www.onlanka.com/news/adb-announces-emergency-grants-for-flood-hit-sri-lanka-thailand-and-viet-nam.html"">ADB announces emergency grants for flood-hit Sri Lanka, Thailand, and Viet Nam</a> appeared first on <a href=""https://www.onlanka.com"">Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA</a>.</p>",1
Onlanka.com,U.S. announces $2 Million in emergency aid for Sri Lanka after Cyclone Ditwah,https://www.onlanka.com/news/u-s-announces-2-million-in-emergency-aid-for-sri-lanka-after-cyclone-ditwah.html,"<p>The United States has announced $2 million in emergency, life-saving assistance for people affected by Tropical Cyclone Ditwah in Sri Lanka.</p>
<p>The post <a href=""https://www.onlanka.com/news/u-s-announces-2-million-in-emergency-aid-for-sri-lanka-after-cyclone-ditwah.html"">U.S. announces $2 Million in emergency aid for Sri Lanka after Cyclone Ditwah</a> appeared first on <a href=""https://www.onlanka.com"">Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA</a>.</p>",1
Onlanka.com,UAE sends fourth humanitarian aid flight to cyclone-hit Sri Lanka,https://www.onlanka.com/news/uae-sends-fourth-humanitarian-aid-flight-to-cyclone-hit-sri-lanka.html,"<p>The United Arab Emirates dispatched another humanitarian relief consignment to Sri Lanka today (December 3) as part of its ongoing support for communities affected by Cyclone Ditwah.</p>
<p>The post <a href=""https://www.onlanka.com/news/uae-sends-fourth-humanitarian-aid-flight-to-cyclone-hit-sri-lanka.html"">UAE sends fourth humanitarian aid flight to cyclone-hit Sri Lanka</a> appeared first on <a href=""https://www.onlanka.com"">Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA</a>.</p>",1
Onlanka.com,Bangladesh delivers humanitarian aid to Sri Lanka,https://www.onlanka.com/news/bangladesh-delivers-humanitarian-aid-to-sri-lanka.html,"<p>Bangladesh dispatched a humanitarian relief consignment to Sri Lanka this afternoon (December 03) to support ongoing recovery efforts following the devastation caused by recent adverse weather conditions in the country.</p>
<p>The post <a href=""https://www.onlanka.com/news/bangladesh-delivers-humanitarian-aid-to-sri-lanka.html"">Bangladesh delivers humanitarian aid to Sri Lanka</a> appeared first on <a href=""https://www.onlanka.com"">Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA</a>.</p>",1
Onlanka.com,"Sri Lanka reports 479 dead, 350 missing after extreme weather",https://www.onlanka.com/news/sri-lanka-reports-479-dead-350-missing-after-extreme-weather.html,"<p>The Disaster Management Centre (DMC) reports that 479 deaths caused by adverse weather conditions in Sri Lanka have been recorded so far, while 350 people remain missing.</p>
<p>The post <a href=""https://www.onlanka.com/news/sri-lanka-reports-479-dead-350-missing-after-extreme-weather.html"">Sri Lanka reports 479 dead, 350 missing after extreme weather</a> appeared first on <a href=""https://www.onlanka.com"">Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA</a>.</p>",1
Onlanka.com,Sri Lanka gains international support to recover corrupt assets abroad,https://www.onlanka.com/news/sri-lanka-gains-international-support-to-recover-corrupt-assets-abroad.html,"<p>Senior officials from the StAR Initiative, a joint program of the World Bank and the United Nations Office on Drugs and Crime (UNODC), have offered technical and expert assistance to help Sri Lanka recover assets located abroad that are suspected to have been acquired through criminal activities.</p>
<p>The post <a href=""https://www.onlanka.com/news/sri-lanka-gains-international-support-to-recover-corrupt-assets-abroad.html"">Sri Lanka gains international support to recover corrupt assets abroad</a> appeared first on <a href=""https://www.onlanka.com"">Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA</a>.</p>",1
Onlanka.com,"Sri Lanka President approves Rs. 25,000 aid for each affected student",https://www.onlanka.com/news/sri-lanka-president-approves-rs-25000-aid-for-each-affected-student.html,"<p>Sri Lanka’s President Anura Kumara Dissanayake has decided to grant Rs. 25,000 to every school student affected by floods and landslides to support their educational activities.</p>
<p>The post <a href=""https://www.onlanka.com/news/sri-lanka-president-approves-rs-25000-aid-for-each-affected-student.html"">Sri Lanka President approves Rs. 25,000 aid for each affected student</a> appeared first on <a href=""https://www.onlanka.com"">Sri Lanka News | Breaking News &amp; Top Stories in Sri Lanka | ONLANKA</a>.</p>",1
LankaBusinessOnline,Banks Association pledges strong support for economic revival,https://www.lankabusinessonline.com/banks-association-pledges-strong-support-for-economic-revival/,"<img alt="""" class=""webfeedsFeaturedVisual wp-post-image"" height=""200"" src=""https://www.lankabusinessonline.com/wp-content/uploads/2025/12/SLBA-statement-Cyclone-Ditwah-300x200.jpg"" style=""display: block; margin-bottom: 5px; clear: both;"" width=""300"" />The Sri Lanka Banks Association (SLBA) in a meeting with the Governor of the Central Bank of Sri Lanka (CBSL) today pledged its fullest support to revive the country’s economy following the damage inflicted by Cyclone Ditwah.&#160; The banks represented by the Association stated that a detailed impact assessment has already been initiated across banks [&#8230;]",3
LankaBusinessOnline,Sri Lanka economic summit opened with focus on recovery and resilience after cyclone Ditwah,https://www.lankabusinessonline.com/sri-lanka-economic-summit-opened-with-focus-on-recovery-and-resilience-after-cyclone-ditwah/,"The Ceylon Chamber of Commerce opened the Sri Lanka Economic &#38; Investment Summit on Tuesday with a renewed sense of purpose, reframing the annual event as a platform for national recovery following the devastation caused by Cyclone Ditwah. Addressing more than 800 delegates, including over 100 overseas investors, the Chamber’s Chairperson, Krishan Balendra began by [&#8230;]",3
LankaBusinessOnline,Management committee of ‘Rebuilding Sri Lanka’ fund appointed with  reps from  public and pvt sectors,https://www.lankabusinessonline.com/management-committee-of-rebuilding-sri-lanka-fund-appointed-with-reps-from-public-and-pvt-sectors/,"<img alt=""flood"" class=""webfeedsFeaturedVisual wp-post-image"" height=""200"" src=""https://www.lankabusinessonline.com/wp-content/uploads/2017/05/flood-300x200.jpg"" style=""display: block; margin-bottom: 5px; clear: both;"" width=""300"" />Cabinet approval has been granted to establish the ‘Rebuilding Sri Lanka’ Fund, aimed at rebuilding the country following the severe devastation caused by Cyclone ‘Ditwah’, one of the worst natural disasters in Sri Lanka’s recent history. The Fund is to be established as a statutory fund under the Presidential Secretariat and its Management Committee will [&#8230;]",3
LankaBusinessOnline,Sri Lanka introduces duty-free mechanism for overseas disaster relief donations,https://www.lankabusinessonline.com/sri-lanka-introduces-duty-free-mechanism-for-overseas-disaster-relief-donations/,"<img alt=""lanka-state-logo"" class=""webfeedsFeaturedVisual wp-post-image"" height=""200"" src=""https://www.lankabusinessonline.com/wp-content/uploads/2015/05/lanka-state-logo-300x200.jpg"" style=""display: block; margin-bottom: 5px; clear: both;"" width=""300"" />Due to the current disaster situation in the country, various inquiries have been made by foreign countries, organizations, individuals, as well as Sri Lankans living abroad, regarding donating essential goods to the people affected. Accordingly, the Government of Sri Lanka has introduced a more convenient procedure to expedite the clearance and distribution of all material [&#8230;]",3
LankaBusinessOnline,Ceylon Chamber affirms support for National recovery efforts following cyclone Ditwah,https://www.lankabusinessonline.com/ceylon-chamber-affirms-support-for-national-recovery-efforts-following-cyclone-ditwah/,"<img alt=""Ceylon-Chamber-of-Commerce"" class=""webfeedsFeaturedVisual wp-post-image"" height=""200"" src=""https://www.lankabusinessonline.com/wp-content/uploads/2015/09/Ceylon-Chamber-of-Commerce-300x200.jpg"" style=""display: block; margin-bottom: 5px; clear: both;"" width=""300"" />The Ceylon Chamber of Commerce is deeply saddened by the devastation caused by Cyclone Ditwah, and our thoughts are with all individuals, families, and communities affected by this tragedy. We mourn the loss of lives and acknowledge the immense hardship endured by thousands who have been displaced and whose livelihoods have been severely disrupted. In [&#8230;]",3
LankaBusinessOnline,Telecom operators and partners accelerate restoration of connectivity after cyclone Ditwah,https://www.lankabusinessonline.com/telecom-operators-and-partners-accelerate-restoration-of-connectivity-after-cyclone-ditwah/,"<img alt="""" class=""webfeedsFeaturedVisual wp-post-image"" height=""200"" src=""https://www.lankabusinessonline.com/wp-content/uploads/2018/08/Huawei--300x200.jpg"" style=""display: block; margin-bottom: 5px; clear: both;"" width=""300"" />Sri Lanka’s national telecommunication operators, in close coordination with government authorities, are intensifying round-the-clock recovery efforts to reconnect communities battered by severe flooding and landslidestriggered by Cyclone Ditwah since 27 November. The disaster has claimed 334 lives, left nearly 400 people missing or unaccounted for, and affected more than 1.3 million individuals nationwide, with rising [&#8230;]",3
LankaBusinessOnline,Evolution Auto brings multi-brand electric vehicle showroom to Kurunegala,https://www.lankabusinessonline.com/evolution-auto-brings-multi-brand-electric-vehicle-showroom-to-kurunegala/,"<img alt=""cars-motor-vehicles"" class=""webfeedsFeaturedVisual wp-post-image"" height=""200"" src=""https://www.lankabusinessonline.com/wp-content/uploads/2016/09/cars-motor-vehicles-300x200.jpg"" style=""display: block; margin-bottom: 5px; clear: both;"" width=""300"" />Evolution Auto, a pioneer in Sri Lanka’s electric mobility sector, has officially opened its multi-brand electric vehicle (EV) showroom in Kurunegala, in collaboration with New Jayasekara Auto Motors (Pvt) Ltd. The new showroom offers customers a chance to explore, test drive, and purchase a wide range of electric vehicles, making eco-friendly transportation more accessible than [&#8230;]",3
LankaBusinessOnline,Sri Lanka’s Central Bank keeps policy rate unchanged,https://www.lankabusinessonline.com/sri-lankas-central-bank-keeps-policy-rate-unchanged/,"<img alt="""" class=""webfeedsFeaturedVisual wp-post-image"" height=""200"" src=""https://www.lankabusinessonline.com/wp-content/uploads/2018/06/central-bank-of-sri-lanka-lbo-image-300x200.jpg"" style=""display: block; margin-bottom: 5px; clear: both;"" width=""300"" />The Monetary Policy Board, at its meeting held yesterday, decided to maintain the Overnight Policy Rate (OPR) at the current level of 7.75%. The Board arrived at this decision after carefully considering evolving developments and the outlook on both domestic and global fronts. The Board is of the view that the current monetary policy stance [&#8230;]",3
LankaBusinessOnline,Acquisitions of Small Sri Lanka Banks Neutral to BOC’s and PB’s Ratings: Fitch Ratings,https://www.lankabusinessonline.com/acquisitions-of-small-sri-lanka-banks-neutral-to-bocs-and-pbs-ratings-fitch-ratings/,"<img alt=""BOC"" class=""webfeedsFeaturedVisual wp-post-image"" height=""200"" src=""https://www.lankabusinessonline.com/wp-content/uploads/2020/06/BOC.jpg"" style=""display: block; margin-bottom: 5px; clear: both;"" width=""300"" />Fitch Ratings says the proposed transfers of state-owned shares – of Housing Development Finance Corporation Bank of Sri Lanka (HDFC, BB+(lka)/Rating Watch Positive) to Bank of Ceylon (BOC, CCC+/AA-(lka)/Stable) and of State Mortgage &#38; Investment Bank (SMIB, BB(lka)/Rating Watch Positive) to People’s Bank (Sri Lanka) (PB, AA-(lka)/Stable) – are unlikely to affect the acquirers’ ratings. [&#8230;]",3
LankaBusinessOnline,Central Bank keeps Overnight Policy Rate unchanged,https://www.lankabusinessonline.com/central-bank-keeps-overnight-policy-rate-unchanged/,"<img alt="""" class=""webfeedsFeaturedVisual wp-post-image"" height=""200"" src=""https://www.lankabusinessonline.com/wp-content/uploads/2023/03/241355884_4468185043227469_7571034169887141038_n.jpeg"" style=""display: block; margin-bottom: 5px; clear: both;"" width=""300"" />The Monetary Policy Board, at its meeting held yesterday, decided to maintain the Overnight Policy Rate (OPR) at the current level of 7.75%. The Board arrived at this decision after carefully considering evolving developments and the outlook on both domestic and global fronts. The Board is of the view that the current monetary policy stance [&#8230;]",3
Dinamina,සම්ප්‍රදාය බිඳිමින් පුටින්ව වැළඳගන්න මෝදි ගුවන් තොටුපළට යයි,https://www.dinamina.lk/2025/12/05/foreign/245332/%e0%b7%83%e0%b6%b8%e0%b7%8a%e0%b6%b4%e0%b7%8a%e0%b6%bb%e0%b6%af%e0%b7%8f%e0%b6%ba-%e0%b6%b6%e0%b7%92%e0%b6%b3%e0%b7%92%e0%b6%b8%e0%b7%92%e0%b6%b1%e0%b7%8a-%e0%b6%b4%e0%b7%94%e0%b6%a7%e0%b7%92/,"<p>සම්ප්‍රදාය බිඳිමින් ඉන්දීය අග්‍රාමාත්‍ය මෝදි නවදිල්ලි ගුවන්තොටුපළේදී රුසියානු ජනාධිපති පුටින් පෞද්ගලිකව හමුවී සිය සුහදත්වය ප්‍රකාශ කළේය. ජනාධිපති පුටින් ඉන්දියාවේ දෙදින රාජ්‍ය සංචාරයක&#8230;</p>
<p>The post <a href=""https://www.dinamina.lk/2025/12/05/foreign/245332/%e0%b7%83%e0%b6%b8%e0%b7%8a%e0%b6%b4%e0%b7%8a%e0%b6%bb%e0%b6%af%e0%b7%8f%e0%b6%ba-%e0%b6%b6%e0%b7%92%e0%b6%b3%e0%b7%92%e0%b6%b8%e0%b7%92%e0%b6%b1%e0%b7%8a-%e0%b6%b4%e0%b7%94%e0%b6%a7%e0%b7%92/"">සම්ප්‍රදාය බිඳිමින් පුටින්ව වැළඳගන්න මෝදි ගුවන් තොටුපළට යයි</a> appeared first on <a href=""https://www.dinamina.lk"">දිනමිණ</a>.</p>",7
Dinamina,‘ඩොන්බාස් කලාපයෙන් යුක්‍රේන හමුදා ඉවත්විය යුතුයි‘ – පුටින් ඉන්දියාවේ දී කියයි,https://www.dinamina.lk/2025/12/05/foreign/245328/%e0%b6%a9%e0%b7%9c%e0%b6%b1%e0%b7%8a%e0%b6%b6%e0%b7%8f%e0%b7%83%e0%b7%8a-%e0%b6%9a%e0%b6%bd%e0%b7%8f%e0%b6%b4%e0%b6%ba%e0%b7%99%e0%b6%b1%e0%b7%8a-%e0%b6%ba%e0%b7%94%e0%b6%9a%e0%b7%8a/,"<p>යුක්‍රේනයේ නැගෙනහිර ඩොන්බාස් කලාපයෙන් යුක්‍රේන හමුදා ඉවත් විය යුතු බවත් එසේම නොමැති නම් ඩොන්බාස් බලහත්කාරයෙන් හෝ ලබාගන්නා බවත්, රුසියානු ජනාධිපති ව්ලැදිමීර් පුටින්&#8230;</p>
<p>The post <a href=""https://www.dinamina.lk/2025/12/05/foreign/245328/%e0%b6%a9%e0%b7%9c%e0%b6%b1%e0%b7%8a%e0%b6%b6%e0%b7%8f%e0%b7%83%e0%b7%8a-%e0%b6%9a%e0%b6%bd%e0%b7%8f%e0%b6%b4%e0%b6%ba%e0%b7%99%e0%b6%b1%e0%b7%8a-%e0%b6%ba%e0%b7%94%e0%b6%9a%e0%b7%8a/"">‘ඩොන්බාස් කලාපයෙන් යුක්‍රේන හමුදා ඉවත්විය යුතුයි‘ &#8211; පුටින් ඉන්දියාවේ දී කියයි</a> appeared first on <a href=""https://www.dinamina.lk"">දිනමිණ</a>.</p>",7
Dinamina,සුළි කුණාටු බලපෑමෙන් ශ්‍රී ලංකා ආර්ථිකයට වූ හානිය අවම කිරීමට IMF සැරසෙයි,https://www.dinamina.lk/2025/12/05/breaking-news/245325/%e0%b7%83%e0%b7%94%e0%b7%85%e0%b7%92-%e0%b6%9a%e0%b7%94%e0%b6%ab%e0%b7%8f%e0%b6%a7%e0%b7%94-%e0%b6%b6%e0%b6%bd%e0%b6%b4%e0%b7%91%e0%b6%b8%e0%b7%99%e0%b6%b1%e0%b7%8a-%e0%b7%81%e0%b7%8a/,"<p>රට පුරා ජීවිත බිලිගෙන, දහස් ගණනක් අවතැන් කළ විනාශකාරී සුළි කුණාටුව සහ ගංවතුර තත්ත්වයෙන් ශ්‍රී ලංකාවේ ආර්ථිකයට වූ හානිය අවම කිරීමට ජාත්‍යන්තර මූල්‍ය&#8230;</p>
<p>The post <a href=""https://www.dinamina.lk/2025/12/05/breaking-news/245325/%e0%b7%83%e0%b7%94%e0%b7%85%e0%b7%92-%e0%b6%9a%e0%b7%94%e0%b6%ab%e0%b7%8f%e0%b6%a7%e0%b7%94-%e0%b6%b6%e0%b6%bd%e0%b6%b4%e0%b7%91%e0%b6%b8%e0%b7%99%e0%b6%b1%e0%b7%8a-%e0%b7%81%e0%b7%8a/"">සුළි කුණාටු බලපෑමෙන් ශ්‍රී ලංකා ආර්ථිකයට වූ හානිය අවම කිරීමට IMF සැරසෙයි</a> appeared first on <a href=""https://www.dinamina.lk"">දිනමිණ</a>.</p>",7
Dinamina,ශ්‍රී ලංකාව හරහා ඊසානදිග මෝසම් තත්ත්වය ක්‍රමයෙන් ස්ථාපිත වෙයි,https://www.dinamina.lk/2025/12/05/breaking-news/245323/%e0%b7%81%e0%b7%8a%e0%b6%bb%e0%b7%93-%e0%b6%bd%e0%b6%82%e0%b6%9a%e0%b7%8f%e0%b7%80-%e0%b7%84%e0%b6%bb%e0%b7%84%e0%b7%8f-%e0%b6%8a%e0%b7%83%e0%b7%8f%e0%b6%b1%e0%b6%af%e0%b7%92%e0%b6%9c/,"<p>දිවයින හරහා ඊසානදිග මෝසම් තත්ත්වය ක්‍රමයෙන් ස්ථාපිත වෙමින් පවතින බව කාලගුණ විද්‍යා දෙපාර්තමේන්තුව සදහන් කරයි. එම දෙපාර්තමේන්තුව අද (05) අලුයම නිකුත් කළ&#8230;</p>
<p>The post <a href=""https://www.dinamina.lk/2025/12/05/breaking-news/245323/%e0%b7%81%e0%b7%8a%e0%b6%bb%e0%b7%93-%e0%b6%bd%e0%b6%82%e0%b6%9a%e0%b7%8f%e0%b7%80-%e0%b7%84%e0%b6%bb%e0%b7%84%e0%b7%8f-%e0%b6%8a%e0%b7%83%e0%b7%8f%e0%b6%b1%e0%b6%af%e0%b7%92%e0%b6%9c/"">ශ්‍රී ලංකාව හරහා ඊසානදිග මෝසම් තත්ත්වය ක්‍රමයෙන් ස්ථාපිත වෙයි</a> appeared first on <a href=""https://www.dinamina.lk"">දිනමිණ</a>.</p>",7
Dinamina,දිට්වා නිසා හානි වූ පේරාදෙණිය මල්වත්ත පිරිසිදු කිරීම අද දවස පුරා,https://www.dinamina.lk/2025/12/05/breaking-news/245320/%e0%b6%af%e0%b7%92%e0%b6%a7%e0%b7%8a%e0%b7%80%e0%b7%8f-%e0%b6%b1%e0%b7%92%e0%b7%83%e0%b7%8f-%e0%b7%84%e0%b7%8f%e0%b6%b1%e0%b7%92-%e0%b7%80%e0%b7%96-%e0%b6%b4%e0%b7%9a%e0%b6%bb%e0%b7%8f%e0%b6%af/,"<p>දිට්වා සුළි කුණාටුවේ බලපෑමෙන් මහවැලි ගංගාව පිටාර ගැලීම නිසා හානියට පත් වූ පේරාදේණිය උද්භිද උද්‍යාන පරිශ්‍රය පිරිසිදු කිරීමේ “ශ්‍රම මෙහෙයුම” වැඩසටහන අද&#8230;</p>
<p>The post <a href=""https://www.dinamina.lk/2025/12/05/breaking-news/245320/%e0%b6%af%e0%b7%92%e0%b6%a7%e0%b7%8a%e0%b7%80%e0%b7%8f-%e0%b6%b1%e0%b7%92%e0%b7%83%e0%b7%8f-%e0%b7%84%e0%b7%8f%e0%b6%b1%e0%b7%92-%e0%b7%80%e0%b7%96-%e0%b6%b4%e0%b7%9a%e0%b6%bb%e0%b7%8f%e0%b6%af/"">දිට්වා නිසා හානි වූ පේරාදෙණිය මල්වත්ත පිරිසිදු කිරීම අද දවස පුරා</a> appeared first on <a href=""https://www.dinamina.lk"">දිනමිණ</a>.</p>",7
Dinamina,ඊසාන දිග මෝසම සක්‍රීය වෙමින් පවතියි- සවස් කාලයේ තද වැසි,https://www.dinamina.lk/2025/12/05/breaking-news/245318/%e0%b6%8a%e0%b7%83%e0%b7%8f%e0%b6%b1-%e0%b6%af%e0%b7%92%e0%b6%9c-%e0%b6%b8%e0%b7%9d%e0%b7%83%e0%b6%b8-%e0%b7%83%e0%b6%9a%e0%b7%8a%e0%b6%bb%e0%b7%93%e0%b6%ba-%e0%b7%80%e0%b7%99%e0%b6%b8/,"<p>දිවයින හරහා ඊසානදිග මෝසම් තත්ත්වය ක්‍රමයෙන් ස්ථාපිත වෙමින් පවතින බව කාලගුණ විද්‍යා දෙපාර්තුමේන්තුව නිවේදනය කරයි උතුරු, උතුරු-මැද, නැගෙනහිර සහ ඌව පළාත්වලත් මාතලේ&#8230;</p>
<p>The post <a href=""https://www.dinamina.lk/2025/12/05/breaking-news/245318/%e0%b6%8a%e0%b7%83%e0%b7%8f%e0%b6%b1-%e0%b6%af%e0%b7%92%e0%b6%9c-%e0%b6%b8%e0%b7%9d%e0%b7%83%e0%b6%b8-%e0%b7%83%e0%b6%9a%e0%b7%8a%e0%b6%bb%e0%b7%93%e0%b6%ba-%e0%b7%80%e0%b7%99%e0%b6%b8/"">ඊසාන දිග මෝසම සක්‍රීය වෙමින් පවතියි- සවස් කාලයේ තද වැසි</a> appeared first on <a href=""https://www.dinamina.lk"">දිනමිණ</a>.</p>",7
Dinamina,ශ්‍රී ලංකා ක්‍රිකට්  රජ­යට මිලි­යන  300ක් දෙයි,https://www.dinamina.lk/2025/12/05/sports/245230/%e0%b7%81%e0%b7%8a%e0%b6%bb%e0%b7%93-%e0%b6%bd%e0%b6%82%e0%b6%9a%e0%b7%8f-%e0%b6%9a%e0%b7%8a%e0%b6%bb%e0%b7%92%e0%b6%9a%e0%b6%a7%e0%b7%8a-%e0%b6%bb%e0%b6%a2%e0%b6%ba%e0%b6%a7/,"<p>‘දිට්වා’ සුළි කුණා­ටුව හේතු­වෙන් මෙර­ටට සිදුවූ විශාල හානි­යෙන් පසු යළි රට ගොඩ­නැං­වීම සඳහා වන ‘ශ්‍රී ලංකාව නැවත ගොඩ­නැ­ඟීමේ‘ (Rebuilding Sri Lanka) අර­මු­ද­ලට&#8230;</p>
<p>The post <a href=""https://www.dinamina.lk/2025/12/05/sports/245230/%e0%b7%81%e0%b7%8a%e0%b6%bb%e0%b7%93-%e0%b6%bd%e0%b6%82%e0%b6%9a%e0%b7%8f-%e0%b6%9a%e0%b7%8a%e0%b6%bb%e0%b7%92%e0%b6%9a%e0%b6%a7%e0%b7%8a-%e0%b6%bb%e0%b6%a2%e0%b6%ba%e0%b6%a7/"">ශ්‍රී ලංකා ක්‍රිකට්  රජ­යට මිලි­යන  300ක් දෙයි</a> appeared first on <a href=""https://www.dinamina.lk"">දිනමිණ</a>.</p>",7
